EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime,PerformanceRating,Attrition
E1770,40,Male,Married,Operations,Ops Manager,2,Human Resources,Travel_Rarely,10,4963,5,5,5,12,2,2,3,2,3,4,No,3,No
E1771,22,Male,Married,R&D,Lab Technician,2,Life Sciences,Travel_Rarely,19,7257,4,2,2,6,0,3,2,3,2,3,No,3,Yes
E1772,24,Female,Married,Finance,Financial Analyst,5,Business,Travel_Rarely,14,6903,0,0,0,0,3,3,4,4,4,1,Yes,4,No
E1773,58,Male,Married,Customer Support,Support Representative,2,Medical,Non-Travel,8,7113,18,10,6,25,3,4,1,1,4,2,Yes,3,No
E1774,52,Female,Single,R&D,R&D Manager,4,Human Resources,Travel_Rarely,6,9885,15,0,0,21,3,1,1,3,2,1,No,2,No
E1775,44,Female,Married,R&D,Lab Technician,3,Business,Travel_Rarely,1,7199,4,3,3,7,4,1,3,2,3,3,No,2,Yes
E1776,42,Male,Married,IT,Software Engineer,2,Medical,Travel_Rarely,20,9206,9,1,1,16,4,1,3,4,2,2,No,2,No
E1777,29,Female,Single,R&D,Research Scientist,3,Medical,Travel_Frequently,1,7251,0,0,0,7,4,2,4,1,1,2,No,3,No
E1778,39,Male,Married,Marketing,Marketing Specialist,4,Technical Degree,Travel_Rarely,15,6519,5,4,4,6,6,2,1,3,1,1,Yes,2,Yes
E1779,31,Male,Married,IT,IT Manager,1,Business,Travel_Rarely,27,5863,0,0,0,7,4,2,2,1,2,3,No,2,Yes
E1780,31,Female,Married,Sales,Account Manager,5,Human Resources,Non-Travel,9,4820,0,0,0,4,6,1,2,1,2,4,No,3,Yes
E1781,48,Male,Divorced,R&D,Lab Technician,5,Medical,Travel_Rarely,3,8332,11,0,0,15,0,2,4,2,4,2,No,3,No
E1782,56,Male,Married,Marketing,Marketing Specialist,4,Medical,Travel_Rarely,27,8043,15,5,5,18,1,4,2,2,2,4,Yes,3,No
E1783,28,Female,Married,Operations,Ops Manager,3,Business,Non-Travel,13,4443,1,1,1,9,1,4,2,3,1,1,No,3,No
E1784,34,Female,Married,R&D,Research Scientist,3,Other,Travel_Rarely,3,6548,3,3,3,12,5,1,4,3,4,4,No,3,Yes
E1785,21,Male,Married,R&D,Lab Technician,4,Other,Travel_Rarely,10,5916,0,0,0,5,0,2,3,3,4,1,No,3,No
E1786,40,Male,Married,Sales,Sales Manager,4,Life Sciences,Non-Travel,5,5826,2,2,0,5,5,3,1,3,2,1,No,2,No
E1787,53,Female,Divorced,Marketing,Brand Manager,1,Technical Degree,Travel_Rarely,22,7359,5,2,2,6,2,3,1,3,2,3,No,3,No
E1788,42,Female,Single,Operations,Ops Manager,5,Business,Travel_Rarely,6,7542,10,8,4,12,1,3,4,3,4,3,No,2,Yes
E1789,44,Male,Single,R&D,Lab Technician,2,Other,Travel_Frequently,14,5554,0,0,0,9,0,4,4,3,2,1,No,3,No
E1790,41,Male,Married,Sales,Sales Executive,4,Human Resources,Travel_Rarely,11,6069,1,1,1,1,0,3,4,3,4,3,No,3,Yes
E1791,34,Female,Single,Operations,Ops Manager,2,Medical,Travel_Rarely,18,5842,6,6,5,7,5,1,2,1,3,3,Yes,2,No
E1792,46,Male,Married,HR,HR Manager,3,Medical,Travel_Rarely,12,5358,5,2,0,9,3,3,1,1,2,4,No,3,No
E1793,49,Male,Single,Operations,Operations Analyst,3,Life Sciences,Travel_Frequently,1,5894,3,1,1,6,3,3,2,4,4,3,No,3,No
E1794,29,Male,Single,R&D,R&D Manager,1,Human Resources,Travel_Rarely,18,8066,8,2,2,13,1,1,1,2,4,2,Yes,2,Yes
E1795,26,Female,Married,R&D,R&D Manager,2,Life Sciences,Travel_Rarely,2,6931,0,0,0,6,3,3,2,1,4,2,Yes,3,Yes
E1796,30,Male,Divorced,R&D,Lab Technician,2,Life Sciences,Travel_Frequently,8,7445,12,0,0,12,0,1,3,3,4,2,No,3,No
E1797,47,Female,Married,Finance,Financial Analyst,5,Human Resources,Travel_Rarely,21,6634,4,4,4,4,4,3,2,2,3,2,Yes,3,No
E1798,58,Male,Single,Operations,Operations Analyst,3,Human Resources,Travel_Rarely,16,4827,3,3,3,9,1,4,3,2,3,1,No,2,No
E1799,35,Female,Married,Sales,Sales Manager,4,Life Sciences,Travel_Rarely,20,4534,0,0,0,0,5,1,3,4,2,2,Yes,2,No
